Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02,1093.000000,1098.500000,1038.300049,1049.650024,1039.582275,1462089
2018-07-03,1048.000000,1070.000000,1035.300049,1063.949951,1053.744995,1670197
2018-07-04,1065.000000,1085.000000,1063.800049,1081.099976,1070.730591,527078
2018-07-05,1085.000000,1090.250000,1069.050049,1075.900024,1065.580566,363232
2018-07-06,1082.000000,1097.199951,1062.550049,1075.449951,1065.134766,947011
2018-07-09,1090.000000,1090.000000,1074.400024,1083.949951,1073.553223,369197
2018-07-10,1088.000000,1103.000000,1080.300049,1090.599976,1080.139526,776388
2018-07-11,1097.000000,1097.000000,1061.000000,1073.900024,1063.599731,475725
2018-07-12,1100.000000,1137.050049,1084.050049,1124.300049,1113.516235,1658860
2018-07-13,1130.099976,1138.849976,1095.449951,1106.599976,1095.985962,663502
2018-07-16,1107.000000,1110.000000,1079.599976,1100.849976,1090.291138,434502
2018-07-17,1119.000000,1129.800049,1100.050049,1120.000000,1109.257446,959731
2018-07-18,1128.000000,1128.000000,1090.199951,1099.150024,1088.607544,429218
2018-07-19,1100.000000,1109.849976,1062.000000,1068.750000,1058.499146,575103
2018-07-20,1068.500000,1076.250000,1045.300049,1063.650024,1053.447998,872231
2018-07-23,1063.250000,1082.050049,1042.699951,1054.900024,1044.781982,894043
2018-07-24,1053.699951,1067.349976,1035.000000,1041.599976,1031.609375,482823
2018-07-25,1045.000000,1048.550049,1008.000000,1022.400024,1012.593689,1199242
2018-07-26,1022.000000,1034.300049,996.299988,1008.750000,999.074524,816250
2018-07-27,1012.000000,1021.000000,1001.049988,1009.099976,999.421143,386050
2018-07-30,1007.900024,1019.450012,991.849976,1005.049988,995.410034,740428
2018-07-31,930.000000,950.000000,890.549988,929.700012,920.782776,8382563
2018-08-01,935.000000,938.000000,919.000000,924.700012,915.830688,1116024
2018-08-02,924.650024,972.000000,924.000000,965.349976,962.334961,1832699
2018-08-03,965.349976,999.000000,942.000000,996.150024,993.038818,1929617
2018-08-06,994.900024,1074.800049,985.299988,1066.199951,1062.869995,2693304
2018-08-07,1061.000000,1087.449951,1037.349976,1046.449951,1043.181641,1732979
2018-08-08,1045.500000,1070.000000,1012.200012,1029.250000,1026.035400,1155034
2018-08-09,1044.099976,1076.599976,1029.550049,1060.900024,1057.586548,1348476
2018-08-10,1070.000000,1088.400024,1060.500000,1070.900024,1067.555420,948924
2018-08-13,1060.000000,1070.000000,1028.449951,1043.599976,1040.340576,902692
2018-08-14,1058.000000,1068.250000,1044.000000,1050.550049,1047.268921,775751
2018-08-16,1050.099976,1061.000000,1042.550049,1050.050049,1046.770508,649312
2018-08-17,1057.400024,1057.400024,1047.000000,1049.949951,1046.670776,512224
2018-08-20,1050.000000,1092.000000,1046.050049,1086.199951,1082.807495,1177739
2018-08-21,1086.900024,1106.000000,1070.099976,1075.349976,1071.991455,901795
2018-08-23,1075.349976,1076.000000,1050.000000,1054.000000,1050.708130,504519
2018-08-24,1034.000000,1066.500000,1034.000000,1054.900024,1051.605347,919587
2018-08-27,1042.000000,1061.000000,1042.000000,1049.699951,1046.421509,770686
2018-08-28,1049.699951,1052.300049,1018.799988,1023.900024,1020.702148,909903
2018-08-29,1028.000000,1028.949951,961.000000,966.799988,963.780457,2947122
2018-08-30,961.000000,964.299988,920.500000,940.700012,937.762024,3608930
2018-08-31,939.950012,955.900024,925.299988,928.849976,925.948975,1566273
2018-09-03,934.799988,956.099976,934.000000,948.950012,945.986206,974928
2018-09-04,935.000000,943.000000,903.049988,910.000000,907.157837,1931436
2018-09-05,917.950012,922.500000,868.000000,871.799988,869.077148,3337143
2018-09-06,876.000000,895.349976,868.000000,885.099976,882.335632,2690842
2018-09-07,889.799988,922.349976,883.099976,913.450012,910.597107,3202677
2018-09-10,908.000000,909.400024,888.500000,890.150024,887.369873,1965235
2018-09-11,891.000000,912.000000,886.000000,892.349976,889.562988,1549289
2018-09-12,890.000000,891.799988,866.000000,882.799988,880.042786,2001394
2018-09-14,893.700012,916.950012,878.000000,886.299988,883.531860,1322468
2018-09-17,884.849976,904.700012,875.099976,888.900024,886.123779,752393
2018-09-18,894.400024,897.400024,856.000000,861.799988,859.108398,787366
2018-09-19,862.000000,873.450012,846.099976,868.799988,866.086548,1628531
2018-09-21,875.000000,910.000000,835.150024,897.099976,894.298157,1652155
2018-09-24,875.000000,890.000000,850.900024,862.700012,860.005615,882451
2018-09-25,846.500000,860.650024,821.000000,852.750000,850.086670,1015445
2018-09-26,853.000000,859.000000,835.700012,853.200012,850.535278,493987
2018-09-27,826.250000,848.700012,818.000000,839.549988,836.927856,1252665
2018-09-28,843.599976,870.549988,816.500000,826.099976,823.519897,885340
2018-10-01,812.000000,815.950012,769.049988,806.650024,804.130676,1143537
2018-10-03,790.000000,796.000000,772.000000,778.299988,775.869202,1738525
2018-10-04,764.000000,839.700012,759.049988,816.700012,814.149292,3041589
2018-10-05,784.500000,813.000000,755.950012,766.849976,764.454956,1181505
2018-10-08,766.000000,785.700012,755.099976,781.849976,779.408081,860942
2018-10-09,775.000000,788.000000,691.000000,724.450012,722.187378,2073604
2018-10-10,764.950012,768.400024,737.299988,744.450012,742.124939,2568524
2018-10-11,725.000000,801.650024,714.099976,760.799988,758.423828,4441595
2018-10-12,770.849976,816.599976,770.849976,808.549988,806.024719,2218133
2018-10-15,809.849976,828.650024,786.000000,822.299988,819.731750,1352160
2018-10-16,825.099976,875.849976,814.150024,869.250000,866.535156,1354489
2018-10-17,870.099976,877.349976,830.000000,837.150024,834.535400,1152038
2018-10-19,850.000000,870.000000,827.000000,831.650024,829.052612,1153496
2018-10-22,831.700012,833.000000,800.000000,806.500000,803.981140,1761019
2018-10-23,781.349976,814.950012,781.349976,803.849976,801.339355,1201172
2018-10-24,822.250000,847.000000,790.200012,816.750000,814.199097,2452689
2018-10-25,786.650024,892.000000,786.650024,877.950012,875.208008,4411095
2018-10-26,877.650024,893.549988,860.000000,870.099976,867.382446,1864139
2018-10-29,869.000000,890.950012,854.000000,884.400024,881.637817,836280
2018-10-30,876.000000,901.599976,870.049988,882.400024,879.644104,968278
2018-10-31,884.000000,896.849976,871.599976,888.900024,886.123779,658576
2018-11-01,890.000000,931.599976,889.150024,925.400024,922.509766,2210679
2018-11-02,954.500000,979.000000,945.049988,975.250000,972.204102,1269261
2018-11-05,979.799988,983.000000,951.450012,968.900024,965.873962,736353
2018-11-06,967.000000,967.000000,940.000000,955.650024,952.665344,912782
2018-11-07,965.200012,969.950012,956.650024,961.200012,958.197998,75468
2018-11-09,970.799988,1004.900024,970.799988,991.950012,988.851929,1364447
2018-11-12,992.000000,992.000000,943.700012,948.599976,945.637268,1146884
2018-11-13,953.450012,989.450012,953.450012,974.900024,971.855164,1135111
2018-11-14,1000.000000,1062.000000,999.450012,1048.449951,1045.175415,3741606
2018-11-15,1039.000000,1057.900024,1035.599976,1043.949951,1040.689453,2269925
2018-11-16,1043.000000,1070.000000,1028.000000,1049.400024,1046.122559,1844679
2018-11-19,1047.949951,1050.000000,1017.099976,1042.650024,1039.393555,881684
2018-11-20,1036.500000,1058.000000,1027.150024,1033.150024,1029.923218,683279
2018-11-21,1070.000000,1079.000000,1042.300049,1046.949951,1043.680054,1100564
2018-11-22,1047.949951,1050.000000,1018.849976,1026.400024,1023.194336,665305
2018-11-26,1056.000000,1068.000000,1042.500000,1048.650024,1045.374878,1795504
2018-11-27,1041.000000,1045.000000,1025.650024,1035.599976,1032.365601,737514
2018-11-28,1031.800049,1047.550049,1026.000000,1036.900024,1033.661499,595559
2018-11-29,1049.000000,1061.300049,1036.000000,1048.449951,1045.175415,2821952
2018-11-30,1050.449951,1052.650024,1028.449951,1038.250000,1035.007324,575053
2018-12-03,1056.000000,1056.300049,972.150024,982.799988,979.730469,1710577
2018-12-04,981.849976,999.650024,975.000000,995.799988,992.689880,748248
2018-12-05,995.099976,1012.000000,985.500000,1000.799988,997.674255,753396
2018-12-06,999.799988,1001.849976,956.349976,991.099976,988.004578,1480493
2018-12-07,993.000000,1033.500000,992.799988,1021.049988,1017.861023,1112094
2018-12-10,986.000000,1014.000000,986.000000,1004.549988,1001.412537,858782
2018-12-11,981.049988,1031.849976,981.049988,1026.099976,1022.895264,869793
2018-12-12,1026.000000,1040.500000,1015.750000,1023.950012,1020.752014,773483
2018-12-13,1038.000000,1080.000000,1034.000000,1060.000000,1056.689331,1696120
2018-12-14,1060.800049,1069.900024,1050.199951,1061.599976,1058.284302,467751
2018-12-17,1066.050049,1071.449951,1052.400024,1060.099976,1056.789063,547636
2018-12-18,1070.000000,1124.000000,1062.000000,1108.500000,1105.037964,2138080
2018-12-19,1130.000000,1155.599976,1125.000000,1151.449951,1147.853760,1647553
2018-12-20,1151.449951,1162.000000,1141.250000,1152.050049,1148.451904,1077218
2018-12-21,1159.800049,1168.199951,1139.050049,1154.449951,1150.844360,761581
2018-12-24,1155.000000,1174.900024,1148.099976,1161.400024,1157.772705,714872
2018-12-26,1174.000000,1174.000000,1142.550049,1156.250000,1152.638794,1414688
2018-12-27,1139.900024,1175.750000,1139.900024,1163.800049,1160.165283,1009596
2018-12-28,1151.199951,1188.000000,1147.050049,1178.500000,1174.819336,978894
2018-12-31,1175.000000,1176.199951,1159.050049,1165.050049,1161.411377,625133
2019-01-01,1174.949951,1183.199951,1160.150024,1165.599976,1161.959595,765951
2019-01-02,1170.000000,1179.099976,1154.199951,1161.000000,1157.373901,644385
2019-01-03,1162.650024,1171.949951,1145.550049,1156.550049,1152.937866,394040
2019-01-04,1156.199951,1156.550049,1133.400024,1143.199951,1139.629517,994803
2019-01-07,1125.050049,1150.099976,1105.599976,1113.750000,1110.271484,1022333
2019-01-08,1109.400024,1128.349976,1101.050049,1110.300049,1106.832275,987270
2019-01-09,1114.900024,1116.050049,1093.000000,1104.849976,1101.399292,744663
2019-01-10,1089.949951,1102.699951,1085.900024,1097.000000,1093.573853,767815
2019-01-11,1095.000000,1095.000000,1054.199951,1057.449951,1054.147339,1101746
2019-01-14,1058.000000,1086.000000,1052.550049,1081.650024,1078.271729,568052
2019-01-15,1077.000000,1091.000000,1061.550049,1082.949951,1079.567627,836824
2019-01-16,1081.699951,1146.000000,1074.750000,1136.550049,1133.000366,1683696
2019-01-17,1138.000000,1141.000000,1101.500000,1112.900024,1109.424194,1059208
2019-01-18,1104.900024,1118.500000,1068.099976,1076.000000,1072.639404,910406
2019-01-21,1072.000000,1079.400024,1055.349976,1062.949951,1059.630127,626146
2019-01-22,1055.800049,1130.000000,1046.650024,1120.650024,1117.150024,2241474
2019-01-23,1120.000000,1126.000000,1095.550049,1109.300049,1105.835449,1623993
2019-01-24,1072.099976,1189.000000,1072.099976,1178.550049,1174.869141,9697495
2019-01-25,1180.000000,1190.000000,1152.699951,1161.750000,1158.121582,2320373
2019-01-28,1157.199951,1181.949951,1143.250000,1171.300049,1167.641846,941099
2019-01-29,1170.000000,1198.900024,1165.300049,1184.650024,1180.950073,1141137
2019-01-30,1188.300049,1188.550049,1168.000000,1174.750000,1171.080933,605748
2019-01-31,1175.150024,1194.000000,1157.099976,1187.800049,1184.090332,992642
2019-02-01,1185.000000,1201.650024,1163.900024,1174.099976,1170.432983,766653
2019-02-04,1169.400024,1172.400024,1118.099976,1160.849976,1157.224365,521714
2019-02-05,1151.000000,1180.000000,1151.000000,1174.400024,1170.732056,469745
2019-02-06,1174.000000,1215.900024,1169.400024,1197.050049,1193.311401,919960
2019-02-07,1182.000000,1217.000000,1182.000000,1203.949951,1200.189697,649804
2019-02-08,1196.150024,1212.800049,1189.300049,1195.099976,1191.367432,366901
2019-02-11,1190.000000,1199.099976,1164.000000,1187.050049,1183.342651,555853
2019-02-12,1184.449951,1189.699951,1169.000000,1174.250000,1170.582520,532770
2019-02-14,1137.099976,1183.949951,1137.099976,1171.949951,1168.289673,879112
2019-02-15,1156.000000,1159.699951,1119.250000,1148.349976,1144.763428,902077
2019-02-18,1138.000000,1143.949951,1100.000000,1106.150024,1102.695313,1180377
2019-02-19,1096.099976,1122.949951,1091.500000,1101.050049,1097.611206,818737
2019-02-20,1105.000000,1149.500000,1086.500000,1140.000000,1136.439575,1643034
2019-02-21,1119.800049,1134.300049,1107.050049,1111.650024,1108.178101,1125766
2019-02-22,1113.000000,1128.650024,1107.349976,1114.300049,1110.819824,546228
2019-02-25,1115.000000,1124.500000,1108.250000,1117.550049,1114.059692,334137
2019-02-26,1117.400024,1137.500000,1106.000000,1128.199951,1124.676270,1205100
2019-02-27,1132.000000,1142.400024,1078.300049,1112.300049,1108.826050,1377584
2019-02-28,1118.000000,1130.849976,1086.050049,1125.349976,1121.835205,1444341
2019-03-01,1113.949951,1126.849976,1093.150024,1122.150024,1118.645264,734583
2019-03-05,1117.400024,1198.900024,1117.000000,1186.150024,1182.445435,862070
2019-03-06,1186.300049,1239.599976,1179.750000,1228.699951,1224.862427,1178834
2019-03-07,1234.000000,1234.000000,1210.000000,1221.150024,1217.336060,657385
2019-03-08,1220.000000,1256.000000,1216.699951,1243.000000,1239.117798,1335943
2019-03-11,1247.099976,1308.500000,1245.500000,1301.949951,1297.883667,1492089
2019-03-12,1305.000000,1308.349976,1261.650024,1269.699951,1265.734375,1224545
2019-03-13,1280.000000,1326.000000,1280.000000,1301.699951,1297.634399,2641515
2019-03-14,1302.699951,1327.949951,1290.550049,1299.800049,1295.740479,1156616
2019-03-15,1305.900024,1314.900024,1286.000000,1296.050049,1292.002197,805058
2019-03-18,1300.000000,1329.000000,1300.000000,1320.750000,1316.625000,814712
2019-03-19,1320.000000,1339.500000,1320.000000,1326.349976,1322.207520,733824
2019-03-20,1336.000000,1434.000000,1327.250000,1423.699951,1419.253418,3781807
2019-03-22,1405.000000,1462.000000,1403.000000,1427.050049,1422.593018,5332503
2019-03-25,1440.000000,1452.000000,1376.199951,1384.449951,1380.125977,3707740
2019-03-26,1376.000000,1430.000000,1352.250000,1423.150024,1418.705200,3405936
2019-03-27,1421.000000,1421.000000,1394.000000,1401.300049,1396.923462,1287910
2019-03-28,1396.000000,1447.900024,1388.099976,1438.500000,1434.007202,1728400
2019-04-01,1426.250000,1442.000000,1403.000000,1416.800049,1412.375122,1043373
2019-04-02,1419.000000,1419.000000,1377.099976,1382.949951,1378.630737,1116765
2019-04-03,1388.000000,1396.000000,1361.349976,1365.250000,1360.985962,1368980
2019-04-04,1380.000000,1441.599976,1370.199951,1431.949951,1427.477661,3316463
2019-04-05,1435.550049,1449.099976,1414.550049,1419.300049,1414.867310,1330263
2019-04-08,1416.650024,1427.449951,1391.000000,1413.150024,1408.736450,709277
2019-04-09,1401.650024,1411.250000,1382.349976,1391.050049,1386.705444,751558
2019-04-10,1394.000000,1425.250000,1384.150024,1394.000000,1389.646240,1194384
2019-04-11,1390.000000,1414.900024,1381.800049,1404.099976,1399.714600,1080701
2019-04-12,1415.000000,1436.800049,1406.500000,1432.650024,1428.175537,1153953
2019-04-15,1430.000000,1483.900024,1430.000000,1477.349976,1472.735840,1763125
2019-04-16,1485.099976,1610.000000,1477.400024,1581.900024,1576.959351,8149824
2019-04-18,1597.000000,1650.000000,1542.250000,1554.400024,1549.545288,8338997
2019-04-22,1530.000000,1544.800049,1475.900024,1488.849976,1484.199951,3332530
2019-04-23,1500.000000,1520.000000,1458.300049,1468.750000,1464.162720,3341614
2019-04-24,1483.000000,1489.800049,1439.099976,1472.599976,1468.000732,2314490
2019-04-25,1480.000000,1511.000000,1473.000000,1483.650024,1479.016235,2429658
2019-04-26,1493.000000,1507.000000,1466.099976,1481.800049,1477.171997,1278245
2019-04-30,1494.900024,1522.900024,1473.250000,1517.000000,1512.262085,2183641
2019-05-02,1512.949951,1549.000000,1496.500000,1540.449951,1535.638794,1832790
2019-05-03,1550.000000,1604.300049,1546.050049,1577.699951,1572.772461,3897642
2019-05-06,1569.800049,1597.449951,1553.000000,1561.199951,1556.323975,1816478
2019-05-07,1586.949951,1586.949951,1547.300049,1576.750000,1571.825439,1769334
2019-05-08,1575.050049,1585.000000,1545.300049,1574.449951,1569.532593,1255089
2019-05-09,1575.699951,1575.699951,1530.449951,1536.800049,1532.000244,1340161
2019-05-10,1549.099976,1551.900024,1512.099976,1536.300049,1531.501831,1510984
2019-05-13,1536.300049,1566.699951,1524.000000,1556.650024,1551.788208,1113392
2019-05-14,1554.949951,1579.099976,1542.449951,1564.250000,1559.364502,1404621
2019-05-15,1570.000000,1622.400024,1563.050049,1610.349976,1605.320435,2450624
2019-05-16,1580.000000,1580.000000,1453.199951,1464.900024,1460.324829,7061041
2019-05-17,1450.000000,1498.349976,1413.699951,1473.750000,1469.147095,8447431
2019-05-20,1519.000000,1530.000000,1440.800049,1454.949951,1450.405762,2640851
2019-05-21,1482.000000,1511.000000,1455.000000,1477.050049,1472.436890,2622583
2019-05-22,1500.000000,1516.800049,1468.599976,1509.099976,1504.386719,2243116
2019-05-23,1512.000000,1557.000000,1512.000000,1543.900024,1539.078125,1386115
2019-05-24,1570.949951,1630.900024,1566.650024,1621.750000,1616.684937,3191660
2019-05-27,1616.000000,1669.449951,1596.650024,1662.150024,1656.958740,2697614
2019-05-28,1698.000000,1716.000000,1648.150024,1657.449951,1652.273315,6778068
2019-05-29,1667.800049,1667.800049,1627.050049,1640.449951,1635.326416,1618379
2019-05-30,1644.949951,1663.000000,1625.000000,1644.050049,1638.915283,2064039
2019-05-31,1659.900024,1680.000000,1655.000000,1676.300049,1671.064575,1715992
2019-06-03,1696.099976,1711.000000,1681.050049,1691.349976,1686.067505,1763512
2019-06-04,1677.300049,1704.599976,1677.300049,1686.300049,1681.033325,1135825
2019-06-06,1691.000000,1699.150024,1666.150024,1670.849976,1665.631592,829316
2019-06-07,1651.500000,1677.000000,1645.699951,1661.199951,1656.011597,956818
2019-06-10,1664.150024,1673.000000,1650.000000,1657.500000,1652.323242,659669
2019-06-11,1659.699951,1684.500000,1655.849976,1675.900024,1670.665771,898314
2019-06-12,1675.900024,1680.000000,1629.000000,1650.949951,1645.793701,1287297
2019-06-13,1672.650024,1694.000000,1655.050049,1676.150024,1670.915039,1966191
2019-06-14,1685.000000,1686.599976,1639.650024,1645.900024,1640.759521,635071
2019-06-17,1640.000000,1654.150024,1634.500000,1642.550049,1637.420044,575284
2019-06-18,1668.949951,1674.099976,1648.050049,1662.650024,1657.457153,1208982
2019-06-19,1673.949951,1683.000000,1590.150024,1609.150024,1604.124268,1397697
2019-06-20,1622.000000,1623.949951,1564.000000,1582.250000,1577.308228,1758882
2019-06-21,1559.900024,1564.000000,1531.050049,1552.099976,1547.252441,1821382
2019-06-24,1540.000000,1572.250000,1536.199951,1555.050049,1550.193237,856218
2019-06-25,1556.949951,1609.000000,1555.349976,1603.449951,1598.442017,1209094
2019-06-26,1605.000000,1609.849976,1571.599976,1575.800049,1570.878418,995253
2019-06-27,1575.000000,1592.500000,1568.199951,1583.349976,1578.404785,991358
2019-06-28,1598.699951,1598.699951,1551.199951,1557.949951,1553.084106,649403
2019-07-01,1560.500000,1591.000000,1560.500000,1581.099976,1576.161865,743254
2019-07-02,1586.050049,1586.099976,1552.849976,1563.599976,1558.716553,700560
2019-07-03,1579.699951,1585.900024,1567.000000,1579.449951,1574.516968,711864
2019-07-04,1582.599976,1647.000000,1573.699951,1635.750000,1630.641235,1767038
2019-07-05,1639.000000,1661.000000,1554.199951,1562.000000,1557.121582,1885584
2019-07-08,1562.000000,1578.949951,1548.949951,1571.050049,1566.143311,696543
2019-07-09,1576.000000,1577.000000,1508.650024,1566.300049,1561.408203,1263684
2019-07-10,1409.699951,1417.000000,1264.849976,1398.050049,1393.683594,12143430
2019-07-11,1378.949951,1383.849976,1273.199951,1354.500000,1350.269653,12110183
2019-07-12,1352.000000,1389.000000,1339.449951,1356.849976,1352.612183,6287519
2019-07-15,1300.000000,1388.900024,1293.849976,1381.050049,1376.736694,4022524
2019-07-16,1384.000000,1458.550049,1365.000000,1445.250000,1440.736206,4407022
2019-07-17,1440.000000,1483.949951,1419.099976,1465.250000,1460.673706,5998750
2019-07-18,1463.000000,1482.300049,1445.599976,1458.900024,1454.343506,2725626
2019-07-19,1478.000000,1488.000000,1452.000000,1462.949951,1458.380859,3004690
2019-07-22,1482.050049,1531.000000,1424.750000,1519.199951,1514.455200,7805623
2019-07-23,1514.000000,1536.800049,1501.000000,1523.400024,1518.642090,2434765
2019-07-24,1527.949951,1620.000000,1450.199951,1595.000000,1590.018433,7056558
2019-07-25,1610.000000,1623.949951,1577.000000,1584.750000,1579.800415,2877671
2019-07-26,1570.099976,1606.199951,1570.099976,1582.449951,1577.507568,1469774
2019-07-29,1574.000000,1598.699951,1560.550049,1579.949951,1575.015381,973548
2019-07-30,1579.000000,1589.550049,1539.250000,1544.550049,1539.726074,981802
2019-07-31,1534.000000,1563.599976,1510.300049,1557.199951,1552.336426,1209983
2019-08-01,1551.000000,1575.000000,1539.000000,1551.599976,1546.754028,882991
2019-08-02,1555.099976,1571.050049,1502.300049,1507.650024,1502.941284,1600641
2019-08-05,1495.000000,1506.349976,1461.550049,1491.000000,1486.343262,1112936
2019-08-06,1465.000000,1519.849976,1411.650024,1492.500000,1487.838623,3432460
2019-08-07,1481.000000,1524.500000,1477.750000,1498.949951,1494.268433,1148261
2019-08-08,1497.000000,1523.949951,1478.250000,1518.150024,1513.408447,1072998
2019-08-09,1525.000000,1538.849976,1512.099976,1530.949951,1526.168457,997946
2019-08-13,1531.050049,1539.800049,1498.000000,1507.150024,1502.442871,858858
2019-08-14,1502.000000,1631.199951,1502.000000,1599.500000,1594.504395,2854234
2019-08-16,1572.000000,1615.349976,1572.000000,1600.900024,1595.900024,1567364
2019-08-19,1633.000000,1660.000000,1610.000000,1617.099976,1617.099976,1432384
2019-08-20,1624.000000,1645.000000,1605.000000,1631.650024,1631.650024,1294430
2019-08-21,1641.500000,1650.000000,1618.000000,1624.800049,1624.800049,722330
2019-08-22,1625.000000,1650.000000,1614.800049,1621.099976,1621.099976,1244084
2019-08-23,1610.000000,1655.150024,1581.699951,1645.500000,1645.500000,1222090
2019-08-26,1674.449951,1687.949951,1648.099976,1680.349976,1680.349976,978810
2019-08-27,1682.000000,1695.000000,1616.099976,1648.599976,1648.599976,1778648
2019-08-28,1650.000000,1665.000000,1632.400024,1659.250000,1659.250000,1248510
2019-08-29,1661.000000,1667.449951,1641.000000,1656.250000,1656.250000,944637
2019-08-30,1664.949951,1696.099976,1652.000000,1690.449951,1690.449951,936781
2019-09-03,1688.000000,1716.000000,1612.599976,1624.699951,1624.699951,2090282
2019-09-04,1634.000000,1652.900024,1597.949951,1641.199951,1641.199951,1819304
2019-09-05,1638.000000,1642.650024,1616.050049,1632.000000,1632.000000,893530
2019-09-06,1634.000000,1654.699951,1634.000000,1648.650024,1648.650024,697759
2019-09-09,1647.000000,1684.500000,1635.349976,1675.650024,1675.650024,758609
2019-09-11,1670.099976,1689.800049,1655.199951,1664.050049,1664.050049,610667
2019-09-12,1665.000000,1737.949951,1662.000000,1723.050049,1723.050049,2212967
2019-09-13,1728.900024,1735.900024,1704.150024,1718.849976,1718.849976,975397
2019-09-16,1669.949951,1681.900024,1652.099976,1671.500000,1671.500000,1058230
2019-09-17,1660.000000,1688.000000,1652.000000,1667.599976,1667.599976,1001997
2019-09-18,1686.000000,1720.000000,1673.099976,1677.800049,1677.800049,599249
2019-09-19,1683.000000,1701.500000,1662.650024,1693.949951,1693.949951,720758
2019-09-20,1698.199951,1777.000000,1670.400024,1738.300049,1738.300049,1844392
2019-09-23,1735.000000,1829.000000,1727.199951,1803.800049,1803.800049,1076164
2019-09-24,1810.000000,1832.699951,1791.699951,1817.900024,1817.900024,782292
2019-09-25,1822.300049,1830.000000,1793.000000,1803.550049,1803.550049,632284
2019-09-26,1827.000000,1882.849976,1821.000000,1871.000000,1871.000000,1780266
2019-09-27,1859.000000,1874.650024,1829.699951,1851.800049,1851.800049,740839
2019-09-30,1853.000000,1898.849976,1832.699951,1889.650024,1889.650024,1090939
2019-10-01,1878.000000,1888.849976,1854.000000,1869.900024,1869.900024,811298
2019-10-03,1812.099976,1847.699951,1780.550049,1826.050049,1826.050049,1184111
2019-10-04,1843.750000,1843.750000,1788.050049,1809.599976,1809.599976,910904
2019-10-07,1805.000000,1821.000000,1771.000000,1795.150024,1795.150024,539117
2019-10-09,1800.000000,1804.000000,1763.050049,1796.449951,1796.449951,681454
2019-10-10,1790.000000,1814.300049,1780.300049,1790.099976,1790.099976,409189
2019-10-11,1799.000000,1800.000000,1741.550049,1749.650024,1749.650024,688813
2019-10-14,1750.000000,1772.900024,1738.550049,1766.750000,1766.750000,456697
